video,frame_t,dt,class_id,area_t,remain_ratio,type
1275_ARcg-EyKWrA,1,3,14,588,0.0000,vanish
1275_ARcg-EyKWrA,1,5,14,2514,0.1679,shrink
1275_ARcg-EyKWrA,2,4,14,4777,0.0000,vanish
1275_ARcg-EyKWrA,2,2,14,498,0.0000,vanish
1275_ARcg-EyKWrA,3,3,14,4435,0.0000,vanish
1275_ARcg-EyKWrA,3,5,14,1087,0.0000,vanish
1275_ARcg-EyKWrA,4,2,14,3982,0.0000,vanish
1275_ARcg-EyKWrA,4,4,14,874,0.0000,vanish
1275_ARcg-EyKWrA,5,1,14,3086,0.0000,vanish
1275_ARcg-EyKWrA,5,3,14,563,0.0000,vanish
1275_ARcg-EyKWrA,6,2,14,422,0.0000,vanish
1275_ARcg-EyKWrA,7,4,14,467,0.0000,vanish
1275_ARcg-EyKWrA,8,3,14,919,0.0000,vanish
1275_ARcg-EyKWrA,8,5,14,3589,0.2221,shrink
1275_ARcg-EyKWrA,9,2,14,982,0.0000,vanish
1275_ARcg-EyKWrA,9,5,14,2906,0.0616,vanish
1275_ARcg-EyKWrA,10,1,14,1571,0.0000,vanish
1275_ARcg-EyKWrA,10,5,14,2584,0.0000,vanish
1275_ARcg-EyKWrA,11,4,14,1838,0.0000,vanish
1275_ARcg-EyKWrA,12,3,14,1107,0.0000,vanish
1275_ARcg-EyKWrA,13,2,14,797,0.0000,vanish
1275_ARcg-EyKWrA,16,5,14,1600,0.1938,shrink
1275_ARcg-EyKWrA,17,5,14,1496,0.1471,shrink
1275_ARcg-EyKWrA,18,5,14,1288,0.1188,shrink
1275_ARcg-EyKWrA,18,5,93,10543,0.2232,shrink
1275_ARcg-EyKWrA,19,5,14,1202,0.1672,shrink
1275_ARcg-EyKWrA,19,5,93,8831,0.1602,shrink
1275_ARcg-EyKWrA,20,5,14,1097,0.2370,shrink
1275_ARcg-EyKWrA,20,5,93,6357,0.1260,shrink
1275_ARcg-EyKWrA,21,5,93,4406,0.1462,shrink
1275_ARcg-EyKWrA,22,5,93,3328,0.1142,shrink
1275_ARcg-EyKWrA,23,5,93,2353,0.0727,vanish
1275_ARcg-EyKWrA,24,5,93,1334,0.0000,vanish
1275_ARcg-EyKWrA,25,4,93,801,0.0000,vanish
1275_ARcg-EyKWrA,26,3,93,664,0.0000,vanish
1275_ARcg-EyKWrA,27,2,93,380,0.0000,vanish
1275_ARcg-EyKWrA,28,5,14,571,0.1979,shrink
1275_ARcg-EyKWrA,29,5,14,565,0.2460,shrink
1275_ARcg-EyKWrA,30,5,14,626,0.1853,shrink
1339_qypTXuRMGmU,0,2,8,51189,0.0000,vanish
1339_qypTXuRMGmU,0,2,13,46601,0.0000,vanish
1339_qypTXuRMGmU,0,2,13,11732,0.0000,vanish
1339_qypTXuRMGmU,0,1,13,5698,0.0000,vanish
1339_qypTXuRMGmU,0,1,13,31026,0.0000,vanish
1339_qypTXuRMGmU,0,5,16,13314,0.0711,vanish
1339_qypTXuRMGmU,0,4,16,51185,0.0038,vanish
1339_qypTXuRMGmU,0,3,20,13785,0.0000,vanish
1339_qypTXuRMGmU,0,1,20,535,0.0000,vanish
1339_qypTXuRMGmU,0,5,23,30613,0.0432,vanish
1339_qypTXuRMGmU,0,1,27,14788,0.0000,vanish
1339_qypTXuRMGmU,0,2,29,2127,0.0000,vanish
1339_qypTXuRMGmU,0,2,59,17543,0.0000,vanish
1339_qypTXuRMGmU,0,1,59,6632,0.0000,vanish
1339_qypTXuRMGmU,0,4,59,17564,0.0000,vanish
1339_qypTXuRMGmU,1,1,8,18567,0.0000,vanish
1339_qypTXuRMGmU,1,1,13,47786,0.0000,vanish
1339_qypTXuRMGmU,1,2,13,10911,0.0000,vanish
1339_qypTXuRMGmU,1,1,13,5483,0.0000,vanish
1339_qypTXuRMGmU,1,1,13,27113,0.0000,vanish
1339_qypTXuRMGmU,1,5,16,17341,0.0000,vanish
1339_qypTXuRMGmU,1,4,16,9452,0.0671,vanish
1339_qypTXuRMGmU,1,3,16,40986,0.0000,vanish
1339_qypTXuRMGmU,1,3,20,18360,0.0000,vanish
1339_qypTXuRMGmU,1,5,23,19801,0.0000,vanish
1339_qypTXuRMGmU,1,2,29,2574,0.0000,vanish
1339_qypTXuRMGmU,1,4,59,17274,0.0000,vanish
1339_qypTXuRMGmU,1,1,59,4136,0.0000,vanish
1339_qypTXuRMGmU,1,3,59,3441,0.0000,vanish
1339_qypTXuRMGmU,1,4,59,15524,0.0000,vanish
1339_qypTXuRMGmU,2,2,13,47327,0.0000,vanish
1339_qypTXuRMGmU,2,3,13,10612,0.0000,vanish
1339_qypTXuRMGmU,2,1,13,5811,0.0000,vanish
1339_qypTXuRMGmU,2,1,13,29548,0.0000,vanish
1339_qypTXuRMGmU,2,4,16,22271,0.0000,vanish
1339_qypTXuRMGmU,2,4,16,2288,0.0000,vanish
1339_qypTXuRMGmU,2,2,16,21974,0.0000,vanish
1339_qypTXuRMGmU,2,2,20,21151,0.0000,vanish
1339_qypTXuRMGmU,2,4,23,3553,0.0000,vanish
1339_qypTXuRMGmU,2,1,27,7804,0.0000,vanish
1339_qypTXuRMGmU,2,2,29,4051,0.0000,vanish
1339_qypTXuRMGmU,2,4,59,17926,0.0000,vanish
1339_qypTXuRMGmU,2,1,59,1959,0.0000,vanish
1339_qypTXuRMGmU,2,1,67,386,0.0000,vanish
1339_qypTXuRMGmU,3,2,13,48671,0.0000,vanish
1339_qypTXuRMGmU,3,1,13,11088,0.0000,vanish
1339_qypTXuRMGmU,3,3,16,26348,0.2295,shrink
1339_qypTXuRMGmU,3,2,16,3880,0.2224,shrink
1339_qypTXuRMGmU,3,1,16,4124,0.0000,vanish
1339_qypTXuRMGmU,3,2,20,23494,0.0000,vanish
1339_qypTXuRMGmU,3,1,20,4514,0.0000,vanish
1339_qypTXuRMGmU,3,3,23,35277,0.0000,vanish
1339_qypTXuRMGmU,3,5,29,7233,0.0000,vanish
1339_qypTXuRMGmU,3,5,29,1010,0.1653,shrink
1339_qypTXuRMGmU,3,5,59,20017,0.0249,vanish
1339_qypTXuRMGmU,4,3,13,50131,0.0000,vanish
1339_qypTXuRMGmU,4,1,13,11471,0.0000,vanish
1339_qypTXuRMGmU,4,2,16,1759,0.0000,vanish
1339_qypTXuRMGmU,4,2,16,4790,0.0372,vanish
1339_qypTXuRMGmU,4,3,20,26376,0.1429,shrink
1339_qypTXuRMGmU,4,2,23,9581,0.0000,vanish
1339_qypTXuRMGmU,4,5,29,12685,0.0000,vanish
1339_qypTXuRMGmU,4,4,59,22297,0.0426,vanish
1339_qypTXuRMGmU,4,1,59,14408,0.0000,vanish
1339_qypTXuRMGmU,5,1,8,2210,0.0000,vanish
1339_qypTXuRMGmU,5,5,13,51406,0.0000,vanish
1339_qypTXuRMGmU,5,1,13,11203,0.0000,vanish
1339_qypTXuRMGmU,5,1,16,871,0.0000,vanish
1339_qypTXuRMGmU,5,1,23,1318,0.0000,vanish
1339_qypTXuRMGmU,5,4,29,12064,0.0022,vanish
1339_qypTXuRMGmU,6,4,13,54181,0.0000,vanish
1339_qypTXuRMGmU,6,4,13,11546,0.0000,vanish
1339_qypTXuRMGmU,6,5,16,117192,0.1865,shrink
1339_qypTXuRMGmU,6,5,20,15444,0.0300,vanish
1339_qypTXuRMGmU,6,3,29,9995,0.0031,vanish
1339_qypTXuRMGmU,7,3,13,55144,0.0000,vanish
1339_qypTXuRMGmU,7,3,13,11252,0.0000,vanish
1339_qypTXuRMGmU,7,5,16,36629,0.0904,vanish
1339_qypTXuRMGmU,7,5,16,110317,0.0211,vanish
1339_qypTXuRMGmU,7,4,20,10924,0.0000,vanish
1339_qypTXuRMGmU,7,2,29,5217,0.0052,vanish
1339_qypTXuRMGmU,7,4,59,24749,0.0000,vanish
1339_qypTXuRMGmU,8,2,13,56054,0.0000,vanish
1339_qypTXuRMGmU,8,2,13,11405,0.0000,vanish
1339_qypTXuRMGmU,8,5,16,36064,0.0000,vanish
1339_qypTXuRMGmU,8,4,16,105336,0.0218,vanish
1339_qypTXuRMGmU,8,3,20,9377,0.0000,vanish
1339_qypTXuRMGmU,8,1,29,2129,0.0127,vanish
1339_qypTXuRMGmU,8,3,59,25101,0.0076,vanish
1339_qypTXuRMGmU,9,1,13,57537,0.0000,vanish
1339_qypTXuRMGmU,9,1,13,11672,0.0000,vanish
1339_qypTXuRMGmU,9,4,16,34223,0.0000,vanish
1339_qypTXuRMGmU,9,4,16,88338,0.0203,vanish
1339_qypTXuRMGmU,9,3,20,9941,0.0000,vanish
1339_qypTXuRMGmU,9,5,59,25576,0.0000,vanish
1339_qypTXuRMGmU,10,1,13,63659,0.0000,vanish
1339_qypTXuRMGmU,10,1,13,12077,0.0000,vanish
1339_qypTXuRMGmU,10,5,16,26028,0.0000,vanish
1339_qypTXuRMGmU,10,4,16,2520,0.0000,vanish
1339_qypTXuRMGmU,10,3,16,54882,0.0000,vanish
1339_qypTXuRMGmU,10,4,20,21836,0.0000,vanish
1339_qypTXuRMGmU,10,2,59,2156,0.0000,vanish
1339_qypTXuRMGmU,11,1,13,68164,0.0000,vanish
1339_qypTXuRMGmU,11,2,13,12988,0.0000,vanish
1339_qypTXuRMGmU,11,5,16,17085,0.0406,vanish
1339_qypTXuRMGmU,11,2,16,14873,0.0000,vanish
1339_qypTXuRMGmU,11,2,16,6996,0.0000,vanish
1339_qypTXuRMGmU,11,1,29,2858,0.0000,vanish
1339_qypTXuRMGmU,11,1,59,9948,0.0000,vanish
1339_qypTXuRMGmU,12,1,13,73990,0.0000,vanish
1339_qypTXuRMGmU,12,2,13,14121,0.0000,vanish
1339_qypTXuRMGmU,12,5,16,9913,0.2140,shrink
1339_qypTXuRMGmU,12,3,16,4649,0.0000,vanish
1339_qypTXuRMGmU,12,1,16,2300,0.0000,vanish
1339_qypTXuRMGmU,12,1,20,1914,0.0000,vanish
1339_qypTXuRMGmU,12,4,59,774,0.0000,vanish
1339_qypTXuRMGmU,13,1,13,77594,0.0000,vanish
1339_qypTXuRMGmU,13,2,13,16230,0.0000,vanish
1339_qypTXuRMGmU,13,1,13,7024,0.0000,vanish
1339_qypTXuRMGmU,13,5,16,2072,0.1197,shrink
1339_qypTXuRMGmU,13,5,23,2501,0.0000,vanish
1339_qypTXuRMGmU,13,4,59,6984,0.0000,vanish
1339_qypTXuRMGmU,13,1,59,731,0.0000,vanish
1339_qypTXuRMGmU,14,1,13,15787,0.0000,vanish
1339_qypTXuRMGmU,14,1,13,32649,0.0000,vanish
1339_qypTXuRMGmU,14,5,16,23383,0.0620,vanish
1339_qypTXuRMGmU,14,5,20,196576,0.2468,shrink
1339_qypTXuRMGmU,14,4,59,11621,0.0000,vanish
1339_qypTXuRMGmU,14,2,59,8459,0.0000,vanish
1339_qypTXuRMGmU,14,1,67,2651,0.0000,vanish
1339_qypTXuRMGmU,14,2,67,12120,0.0000,vanish
1339_qypTXuRMGmU,15,1,13,14816,0.0000,vanish
1339_qypTXuRMGmU,15,1,13,32424,0.0000,vanish
1339_qypTXuRMGmU,15,5,16,15693,0.0171,vanish
1339_qypTXuRMGmU,15,5,59,13272,0.1923,shrink
1339_qypTXuRMGmU,15,2,59,26235,0.0000,vanish
1339_qypTXuRMGmU,15,3,67,2641,0.0000,vanish
1339_qypTXuRMGmU,15,2,67,3315,0.0000,vanish
1339_qypTXuRMGmU,15,3,67,45436,0.0000,vanish
1339_qypTXuRMGmU,16,1,13,16352,0.0000,vanish
1339_qypTXuRMGmU,16,1,13,35930,0.0000,vanish
1339_qypTXuRMGmU,16,5,16,7546,0.0000,vanish
1339_qypTXuRMGmU,16,4,59,26818,0.0000,vanish
1339_qypTXuRMGmU,16,2,67,2360,0.0000,vanish
1339_qypTXuRMGmU,16,1,67,2822,0.0000,vanish
1339_qypTXuRMGmU,17,1,13,16825,0.0000,vanish
1339_qypTXuRMGmU,17,1,13,36166,0.0000,vanish
1339_qypTXuRMGmU,17,4,16,4098,0.0000,vanish
1339_qypTXuRMGmU,17,5,16,24067,0.0000,vanish
1339_qypTXuRMGmU,17,5,23,10008,0.2350,shrink
1339_qypTXuRMGmU,17,5,29,4540,0.0000,vanish
1339_qypTXuRMGmU,17,2,59,5998,0.1784,shrink
1339_qypTXuRMGmU,17,4,59,25276,0.0000,vanish
1339_qypTXuRMGmU,17,1,67,2258,0.0000,vanish
1339_qypTXuRMGmU,18,2,13,18116,0.0000,vanish
1339_qypTXuRMGmU,18,2,13,36088,0.0000,vanish
1339_qypTXuRMGmU,18,4,16,26820,0.0000,vanish
1339_qypTXuRMGmU,18,5,19,63621,0.1098,shrink
1339_qypTXuRMGmU,18,4,29,2125,0.0000,vanish
1339_qypTXuRMGmU,18,5,29,36274,0.1068,shrink
1339_qypTXuRMGmU,18,4,59,25005,0.0000,vanish
1339_qypTXuRMGmU,18,2,67,1470,0.0000,vanish
1339_qypTXuRMGmU,18,1,67,8058,0.2171,shrink
1339_qypTXuRMGmU,19,1,13,9568,0.0000,vanish
1339_qypTXuRMGmU,19,2,13,36342,0.0000,vanish
1339_qypTXuRMGmU,19,2,16,1449,0.0000,vanish
1339_qypTXuRMGmU,19,3,16,28382,0.0000,vanish
1339_qypTXuRMGmU,19,5,19,66994,0.1054,shrink
1339_qypTXuRMGmU,19,1,20,500,0.0000,vanish
1339_qypTXuRMGmU,19,5,29,38764,0.0751,vanish
1339_qypTXuRMGmU,19,5,59,3403,0.0000,vanish
1339_qypTXuRMGmU,19,5,59,23225,0.0191,vanish
1339_qypTXuRMGmU,19,2,67,834,0.0000,vanish
1339_qypTXuRMGmU,20,1,13,36286,0.0000,vanish
1339_qypTXuRMGmU,20,2,16,29546,0.0000,vanish
1339_qypTXuRMGmU,20,4,19,70617,0.1090,shrink
1339_qypTXuRMGmU,20,4,23,12568,0.0244,vanish
1339_qypTXuRMGmU,20,4,29,41934,0.0713,vanish
1339_qypTXuRMGmU,20,4,59,2697,0.0000,vanish
1339_qypTXuRMGmU,20,4,59,24205,0.0478,vanish
1339_qypTXuRMGmU,20,1,67,880,0.0000,vanish
1339_qypTXuRMGmU,21,2,16,33088,0.0000,vanish
1339_qypTXuRMGmU,21,3,19,80017,0.2469,shrink
1339_qypTXuRMGmU,21,1,23,1768,0.0000,vanish
1339_qypTXuRMGmU,21,3,29,41732,0.0719,vanish
1339_qypTXuRMGmU,21,3,59,23811,0.1754,shrink
1339_qypTXuRMGmU,21,3,59,21163,0.1761,shrink
1339_qypTXuRMGmU,22,5,13,8571,0.2072,shrink
1339_qypTXuRMGmU,22,5,13,33000,0.0000,vanish
1339_qypTXuRMGmU,22,5,16,33533,0.0000,vanish
1339_qypTXuRMGmU,22,2,29,17950,0.1672,shrink
1339_qypTXuRMGmU,22,1,59,1405,0.0000,vanish
1339_qypTXuRMGmU,22,2,59,316,0.0000,vanish
1339_qypTXuRMGmU,22,2,59,12960,0.2439,shrink
1339_qypTXuRMGmU,23,5,13,7853,0.0349,vanish
1339_qypTXuRMGmU,23,4,13,31436,0.0000,vanish
1339_qypTXuRMGmU,23,3,16,33635,0.0000,vanish
1339_qypTXuRMGmU,23,5,16,143262,0.0394,vanish
1339_qypTXuRMGmU,23,5,19,85855,0.0182,vanish
1339_qypTXuRMGmU,23,1,29,896,0.2176,shrink
1339_qypTXuRMGmU,23,5,59,15060,0.2376,shrink
1339_qypTXuRMGmU,23,5,67,52976,0.2213,shrink
1339_qypTXuRMGmU,24,4,13,7407,0.0347,vanish
1339_qypTXuRMGmU,24,4,13,9022,0.0007,vanish
1339_qypTXuRMGmU,24,4,13,37496,0.0000,vanish
1339_qypTXuRMGmU,24,2,16,33957,0.0000,vanish
1339_qypTXuRMGmU,24,5,16,147661,0.0137,vanish
1339_qypTXuRMGmU,24,5,19,86531,0.0027,vanish
1339_qypTXuRMGmU,24,4,59,14207,0.2186,shrink
1339_qypTXuRMGmU,24,5,67,50165,0.1643,shrink
1339_qypTXuRMGmU,25,3,13,8268,0.0283,vanish
1339_qypTXuRMGmU,25,4,13,35914,0.0000,vanish
1339_qypTXuRMGmU,25,1,16,33333,0.0000,vanish
1339_qypTXuRMGmU,25,5,16,154782,0.0682,vanish
1339_qypTXuRMGmU,25,4,19,85977,0.0403,vanish
1339_qypTXuRMGmU,25,3,59,14931,0.2349,shrink
1339_qypTXuRMGmU,25,4,67,51581,0.2017,shrink
1339_qypTXuRMGmU,26,3,13,37078,0.0622,vanish
1339_qypTXuRMGmU,26,2,16,32853,0.0000,vanish
1339_qypTXuRMGmU,26,5,16,123486,0.1409,shrink
1339_qypTXuRMGmU,26,5,59,21818,0.2117,shrink
1339_qypTXuRMGmU,27,5,13,42786,0.0000,vanish
1339_qypTXuRMGmU,27,5,16,32728,0.2388,shrink
1339_qypTXuRMGmU,27,5,16,92558,0.0997,vanish
1339_qypTXuRMGmU,28,4,13,40224,0.0000,vanish
1339_qypTXuRMGmU,28,5,16,56321,0.0855,vanish
1339_qypTXuRMGmU,29,3,13,40670,0.0000,vanish
1339_qypTXuRMGmU,29,5,16,39927,0.0015,vanish
1339_qypTXuRMGmU,29,1,59,5610,0.0004,vanish
1339_qypTXuRMGmU,29,5,59,26451,0.2493,shrink
1339_qypTXuRMGmU,30,2,13,41136,0.0000,vanish
1339_qypTXuRMGmU,30,5,16,31015,0.0000,vanish
1339_qypTXuRMGmU,30,1,59,2049,0.0000,vanish
1339_qypTXuRMGmU,30,5,59,26871,0.2219,shrink
1339_qypTXuRMGmU,31,2,13,41700,0.0000,vanish
1339_qypTXuRMGmU,31,4,16,17405,0.0000,vanish
1339_qypTXuRMGmU,32,3,13,41678,0.1743,shrink
1339_qypTXuRMGmU,32,3,16,9225,0.0000,vanish
1339_qypTXuRMGmU,32,1,59,3969,0.0000,vanish
1339_qypTXuRMGmU,33,2,16,4813,0.0000,vanish
1339_qypTXuRMGmU,34,5,13,42208,0.0000,vanish
1339_qypTXuRMGmU,35,4,13,42777,0.0000,vanish
1339_qypTXuRMGmU,35,1,59,4495,0.0000,vanish
1339_qypTXuRMGmU,35,5,59,21133,0.0871,vanish
1339_qypTXuRMGmU,36,3,13,47382,0.0000,vanish
1339_qypTXuRMGmU,36,5,59,27236,0.0248,vanish
1339_qypTXuRMGmU,36,2,59,513,0.0000,vanish
1339_qypTXuRMGmU,36,5,59,19563,0.0543,vanish
1339_qypTXuRMGmU,37,2,13,48959,0.0000,vanish
1339_qypTXuRMGmU,37,5,16,81116,0.1912,shrink
1339_qypTXuRMGmU,37,4,59,26400,0.0456,vanish
1339_qypTXuRMGmU,37,4,59,17504,0.0504,vanish
1339_qypTXuRMGmU,38,2,13,48234,0.0000,vanish
1339_qypTXuRMGmU,38,5,16,66271,0.0000,vanish
1339_qypTXuRMGmU,38,4,16,7321,0.0000,vanish
1339_qypTXuRMGmU,38,5,20,62187,0.0000,vanish
1339_qypTXuRMGmU,38,1,20,389,0.0000,vanish
1339_qypTXuRMGmU,38,4,59,25388,0.0504,vanish
1339_qypTXuRMGmU,38,1,59,4256,0.0000,vanish
1339_qypTXuRMGmU,38,5,59,17272,0.1146,shrink
1339_qypTXuRMGmU,39,2,13,48402,0.0000,vanish
1339_qypTXuRMGmU,39,4,16,51626,0.0000,vanish
1339_qypTXuRMGmU,39,4,16,5010,0.0000,vanish
1339_qypTXuRMGmU,39,4,20,56844,0.0000,vanish
1339_qypTXuRMGmU,39,1,59,3879,0.0000,vanish
1339_qypTXuRMGmU,39,2,59,914,0.0000,vanish
1339_qypTXuRMGmU,40,3,13,48324,0.0000,vanish
1339_qypTXuRMGmU,40,3,16,36984,0.0000,vanish
1339_qypTXuRMGmU,40,3,16,3609,0.0000,vanish
1339_qypTXuRMGmU,40,3,20,48243,0.0000,vanish
1339_qypTXuRMGmU,40,1,59,5218,0.0000,vanish
1339_qypTXuRMGmU,40,1,59,2694,0.0000,vanish
1339_qypTXuRMGmU,40,1,59,485,0.0000,vanish
1339_qypTXuRMGmU,41,2,16,27954,0.0000,vanish
1339_qypTXuRMGmU,41,2,16,2337,0.0000,vanish
1339_qypTXuRMGmU,41,2,20,37017,0.0000,vanish
1339_qypTXuRMGmU,41,5,59,25523,0.0544,vanish
1339_qypTXuRMGmU,41,1,59,4320,0.0000,vanish
1339_qypTXuRMGmU,42,5,13,48446,0.0000,vanish
1339_qypTXuRMGmU,42,1,16,14647,0.0000,vanish
1339_qypTXuRMGmU,42,1,16,865,0.0000,vanish
1339_qypTXuRMGmU,42,1,20,18674,0.0000,vanish
1339_qypTXuRMGmU,42,5,59,26587,0.0486,vanish
1339_qypTXuRMGmU,42,3,59,7592,0.0000,vanish
1339_qypTXuRMGmU,42,1,59,922,0.0000,vanish
1339_qypTXuRMGmU,43,4,13,48472,0.0000,vanish
1339_qypTXuRMGmU,43,4,59,26558,0.0491,vanish
1339_qypTXuRMGmU,43,2,59,7403,0.0000,vanish
1339_qypTXuRMGmU,43,5,59,21851,0.1386,shrink
1339_qypTXuRMGmU,44,3,13,54268,0.0000,vanish
1339_qypTXuRMGmU,44,3,59,26232,0.0496,vanish
1339_qypTXuRMGmU,44,5,59,18747,0.0777,vanish
1339_qypTXuRMGmU,44,1,59,799,0.0000,vanish
1339_qypTXuRMGmU,45,3,13,58585,0.0000,vanish
1339_qypTXuRMGmU,45,5,59,24860,0.0527,vanish
1339_qypTXuRMGmU,45,1,59,4667,0.0000,vanish
1339_qypTXuRMGmU,45,5,59,17414,0.0253,vanish
1339_qypTXuRMGmU,45,1,59,343,0.0000,vanish
1339_qypTXuRMGmU,46,5,13,61641,0.0026,vanish
1339_qypTXuRMGmU,46,3,59,26061,0.0508,vanish
1339_qypTXuRMGmU,46,5,59,17007,0.0000,vanish
1339_qypTXuRMGmU,46,1,59,1806,0.0000,vanish
1339_qypTXuRMGmU,47,5,59,26788,0.1584,shrink
1339_qypTXuRMGmU,47,4,59,16024,0.0004,vanish
1339_qypTXuRMGmU,47,1,59,3752,0.0000,vanish
1339_qypTXuRMGmU,47,1,59,1088,0.0000,vanish
1339_qypTXuRMGmU,48,4,59,12384,0.0116,vanish
1339_qypTXuRMGmU,48,4,59,1740,0.0000,vanish
1339_qypTXuRMGmU,49,5,13,62464,0.0075,vanish
1339_qypTXuRMGmU,49,5,59,28393,0.1151,shrink
1339_qypTXuRMGmU,49,3,59,7304,0.0197,vanish
1339_qypTXuRMGmU,49,4,59,1383,0.0000,vanish
1339_qypTXuRMGmU,50,5,13,69063,0.0000,vanish
1339_qypTXuRMGmU,50,5,59,27450,0.0322,vanish
1339_qypTXuRMGmU,50,4,59,3628,0.0276,vanish
1339_qypTXuRMGmU,51,4,13,76250,0.0000,vanish
1339_qypTXuRMGmU,51,5,59,26877,0.0221,vanish
1339_qypTXuRMGmU,51,2,59,405,0.0000,vanish
1339_qypTXuRMGmU,52,4,13,10429,0.0002,vanish
1339_qypTXuRMGmU,52,4,13,71068,0.0000,vanish
1339_qypTXuRMGmU,52,4,29,24029,0.2383,shrink
1339_qypTXuRMGmU,52,1,29,459,0.0000,vanish
1339_qypTXuRMGmU,52,4,59,2400,0.0187,vanish
1339_qypTXuRMGmU,52,5,59,21531,0.0535,vanish
1339_qypTXuRMGmU,53,5,13,10375,0.0401,vanish
1339_qypTXuRMGmU,53,4,13,66567,0.0000,vanish
1339_qypTXuRMGmU,53,2,59,782,0.2251,shrink
1339_qypTXuRMGmU,53,3,59,20544,0.1854,shrink
1339_qypTXuRMGmU,53,1,59,3273,0.0000,vanish
1339_qypTXuRMGmU,54,3,13,10101,0.0493,vanish
1339_qypTXuRMGmU,54,4,13,70058,0.0103,vanish
1339_qypTXuRMGmU,54,1,59,3966,0.0000,vanish
1339_qypTXuRMGmU,54,1,59,862,0.0000,vanish
1339_qypTXuRMGmU,54,5,67,27577,0.1699,shrink
1339_qypTXuRMGmU,55,5,13,10434,0.0480,vanish
1339_qypTXuRMGmU,55,1,59,7196,0.0000,vanish
1339_qypTXuRMGmU,55,1,59,302,0.0000,vanish
1339_qypTXuRMGmU,55,1,59,1722,0.0000,vanish
1339_qypTXuRMGmU,56,4,13,10613,0.0640,vanish
1339_qypTXuRMGmU,56,1,59,5314,0.0000,vanish
1339_qypTXuRMGmU,56,1,59,2104,0.0000,vanish
1339_qypTXuRMGmU,57,3,29,790,0.1759,shrink
1339_qypTXuRMGmU,57,1,59,1495,0.0000,vanish
141_pdbnHgo554Q,13,5,13,20925,0.0289,vanish
141_pdbnHgo554Q,14,5,13,21550,0.0000,vanish
141_pdbnHgo554Q,15,3,13,18089,0.0000,vanish
141_pdbnHgo554Q,16,5,13,22965,0.0000,vanish
141_pdbnHgo554Q,17,4,13,22698,0.2071,shrink
141_pdbnHgo554Q,18,1,76,368,0.0000,vanish
141_pdbnHgo554Q,18,1,76,408,0.0000,vanish
141_pdbnHgo554Q,18,1,76,1032,0.0000,vanish
141_pdbnHgo554Q,20,5,106,27610,0.2108,shrink
141_pdbnHgo554Q,21,5,106,27754,0.2303,shrink
141_pdbnHgo554Q,25,1,13,385,0.0000,vanish
141_pdbnHgo554Q,31,5,13,35265,0.2130,shrink
141_pdbnHgo554Q,31,1,13,1031,0.1416,shrink
141_pdbnHgo554Q,32,1,9,575,0.0000,vanish
141_pdbnHgo554Q,32,5,13,34336,0.1627,shrink
141_pdbnHgo554Q,33,5,13,34783,0.1027,shrink
141_pdbnHgo554Q,38,1,13,638,0.0000,vanish
141_pdbnHgo554Q,41,5,76,12936,0.1992,shrink
141_pdbnHgo554Q,42,5,76,10906,0.0304,vanish
141_pdbnHgo554Q,43,4,76,9352,0.0807,vanish
141_pdbnHgo554Q,44,4,76,7320,0.2346,shrink
141_pdbnHgo554Q,72,5,13,7587,0.1300,shrink
141_pdbnHgo554Q,73,5,13,8170,0.0543,vanish
141_pdbnHgo554Q,74,5,13,8162,0.0531,vanish
141_pdbnHgo554Q,75,5,13,7756,0.0922,vanish
141_pdbnHgo554Q,75,5,13,26700,0.2165,shrink
141_pdbnHgo554Q,76,5,13,9208,0.2315,shrink
141_pdbnHgo554Q,76,5,13,26630,0.1627,shrink
141_pdbnHgo554Q,77,5,13,9517,0.1541,shrink
141_pdbnHgo554Q,77,5,13,27286,0.0576,vanish
141_pdbnHgo554Q,78,5,13,9506,0.0614,vanish
141_pdbnHgo554Q,78,5,13,26695,0.0476,vanish
141_pdbnHgo554Q,79,5,13,9209,0.0000,vanish
141_pdbnHgo554Q,79,5,13,26053,0.1155,shrink
141_pdbnHgo554Q,80,5,13,9636,0.0000,vanish
141_pdbnHgo554Q,81,4,13,9373,0.0000,vanish
141_pdbnHgo554Q,82,4,13,9032,0.0000,vanish
141_pdbnHgo554Q,83,3,13,7422,0.0000,vanish
141_pdbnHgo554Q,83,5,76,27807,0.0271,vanish
141_pdbnHgo554Q,84,2,13,4082,0.0000,vanish
141_pdbnHgo554Q,84,5,76,28205,0.0357,vanish
141_pdbnHgo554Q,85,1,13,994,0.0000,vanish
141_pdbnHgo554Q,85,5,76,27949,0.0225,vanish
141_pdbnHgo554Q,86,5,76,24522,0.0429,vanish
141_pdbnHgo554Q,87,5,76,20923,0.0199,vanish
141_pdbnHgo554Q,88,5,76,13300,0.0204,vanish
141_pdbnHgo554Q,89,5,13,22058,0.0883,vanish
141_pdbnHgo554Q,89,4,76,11445,0.0028,vanish
141_pdbnHgo554Q,90,5,13,18758,0.0215,vanish
141_pdbnHgo554Q,91,5,13,16175,0.0030,vanish
141_pdbnHgo554Q,91,5,76,23215,0.0422,vanish
141_pdbnHgo554Q,91,2,76,3137,0.0000,vanish
141_pdbnHgo554Q,92,5,13,13162,0.0000,vanish
141_pdbnHgo554Q,92,1,76,412,0.0000,vanish
141_pdbnHgo554Q,93,4,13,10617,0.0000,vanish
141_pdbnHgo554Q,94,3,13,7809,0.0000,vanish
